name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Eyer MS,3.41,0.11,4.55,4.66,9.43,0,0.23,12.39,23.07,0.8,46.93,880,22.95,No,77.61
Fairfield Area El Sch,0,0.33,0.98,1.63,1.3,1.95,0,1.63,21.82,0.98,54.07,307,12.38,Yes,95.77
Fairfield Area HS,0,0.32,1.26,0.63,2.84,1.89,0.32,4.1,25.24,0.63,48.26,317,11.04,No,94.64
Fairfield Area MS,0.37,0.37,0.37,1.49,2.99,2.99,0,2.61,24.25,0.75,51.87,268,14.55,Yes,94.4
Fairview El Sch,1.8,0.49,3.43,2.45,3.59,0.16,0,0.65,28.43,1.96,53.43,612,12.25,Yes,88.24
Fairview HS,4.05,0,4.05,0.74,3.31,1.47,0,8.84,22.47,1.29,48.99,543,10.13,No,87.85
Fairview MS,5.52,0,3.1,0.52,4.31,0.69,0,7.76,20.34,1.21,46.55,580,11.72,No,86.55
Falling Spring El Sch,11.9,0.4,1.19,5.16,15.48,0.4,0.4,3.17,46.03,5.16,55.56,252,8.73,No,65.48
Fallsington El Sch,5.62,0,12.36,3,14.61,0,0,1.12,32.96,1.87,49.44,267,19.48,Yes,64.42
Fannett-Metal El Sch,1.91,0,0,0,0.64,0.64,0.64,0,53.5,0,49.68,157,20.38,Yes,96.82
Fannett-Metal MS,1.71,0,0,0,4.27,1.71,0,0.85,46.15,0,49.57,117,23.93,No,94.02
Fannett-Metal SHS,0.74,0,0.74,0.74,2.96,0,0,0,45.93,0,48.89,135,16.3,No,94.81
Farmdale El Sch,2.68,0.19,0.96,4.4,16.83,0,0.19,2.1,39.96,7.07,50.48,523,17.78,Yes,74.76
Farmersville El Sch,2.28,0,8.12,7.61,19.04,0,0.51,1.27,28.68,3.3,47.46,394,9.14,No,62.44
Farrell Area ES/LMS,15.08,0.84,0.28,67.04,2.51,0.56,0,0.28,99.44,0,48.04,358,27.09,Yes,14.25
Farrell Area HS/UMS,2.53,0.72,0.72,80.14,0.72,0.36,0,0.36,99.64,0,46.93,277,24.55,Yes,15.16
Farrell Louis H Sch,7.64,0.09,18.96,16.24,19.14,0,0.61,0.26,65.5,29.59,48.55,1139,12.82,Yes,37.31
Fawn Area El Sch,0.93,0.47,0.47,0,1.86,1.86,0,1.86,31.16,0,49.3,215,12.09,No,96.28
Fayette County Career & Technical Institute,2.81,0.35,0.18,8.07,0.35,0,0.18,0.18,63.51,0,42.28,570,35.44,No,88.07
Fayetteville El Sch,5.87,0,1.96,3.91,8.07,0.73,0.24,0.98,68.95,2.2,46.21,409,27.14,Yes,79.95
Fell CS,1.63,0,0,3.25,9.76,0,0,0.81,73.17,0,47.97,123,17.07,Yes,85.37
Fell D Newlin Sch,4.25,0.18,36.23,10.54,27.54,0,0.18,0,80.41,30.68,47.13,541,15.53,Yes,21.07
Fels Samuel HS,3.32,0.11,7.6,51.07,33.62,0,0.32,0.32,66.27,30.41,43.9,934,28.59,Yes,3.96
Feltonville Intermediate School,4.31,0,4.94,23.92,63.8,0,0.16,0,81.34,23.76,49.6,627,12.12,Yes,2.87
Feltonville Sch of Arts & Sciences,7.21,0,4.49,23.4,62.66,0,0,0.16,80.13,26.12,46.15,624,19.39,Yes,2.24
Ferguson Sch,8.57,0,0,32.71,49.57,0.29,0,0,97.14,27.86,47.57,700,18.43,Yes,9.14
Ferguson Twp El Sch,6.56,0,11.48,0.33,1.31,0,0.33,5.25,8.85,0.66,46.56,305,7.54,No,80
Fern Hill El Sch,3.18,0,4.06,4.59,17.14,0.18,0,1.41,22.44,9.19,46.47,566,11.13,Yes,71.02
Ferndale Area JSHS,6.15,0,0.77,6.54,3.46,2.31,0,0,56.54,0,50,260,19.23,No,83.08
Ferndale El Sch,9.09,0,0,11.29,6.9,2.51,0,0,49.84,0.31,49.84,319,15.67,Yes,72.73
Fink El Sch,10.71,0,9.38,12.5,24.55,0.45,0,0,63.84,11.61,50,224,16.07,Yes,42.86
Finletter Thomas K Sch,3.52,0.15,10.43,71.22,14.1,0,0,0,77.09,4.41,47.43,681,18.8,Yes,0.59
First District El Sch,15.86,0.28,0.28,4.82,0.85,0,0,0.85,67.71,0,50.14,353,20.4,Yes,77.9
First Philadelphia Preparatory CS,13.66,0.43,1.24,44.49,30.78,0.05,0.05,0,60.42,4.16,50.11,1852,15.93,Yes,9.34
Fishing Creek El Sch,3.42,0,1.82,2.73,6.15,1.59,0,0.91,20.05,0,47.61,439,12.07,Yes,85.88
Fitler Academics Plus,1.65,2.47,0,94.24,1.23,0,0,0,79.42,0,52.26,243,13.58,Yes,0.41
Fitzpatrick Aloysius L Sch,9.83,0.25,9.08,22.89,17.16,0,0.37,0.12,63.56,9.95,44.65,804,15.67,Yes,40.42
Five Points El Sch,6.32,0.18,0.53,1.75,10.35,0.53,0.18,0,48.42,2.46,49.47,570,11.05,Yes,80.7
Fleetwood MS,1.86,0,1,2.43,16,0.71,0,2.43,34,1.86,49,700,20.14,Yes,78.71
Fleetwood SHS,1.09,0,1.69,3.15,10.41,0.24,0.12,6.78,30.75,1.33,50.24,826,18.89,No,83.54
Floyd C Fretz MS,3.8,0.52,0.86,1.04,2.59,0,0.17,2.07,64.94,0.52,49.05,579,19.69,No,91.02
Fogelsville Sch,3.13,0,16.67,4.79,13.54,0.21,0,2.92,29.79,4.38,48.13,480,13.33,Yes,61.88
Folk Arts-Cultural Treasures CS,7.96,0,70.2,10.61,4.69,0,0,0,51.43,25.31,48.57,490,13.67,Yes,6.53
Foose Sch,3.31,0.19,1.36,42.61,48.25,0,0,0,93.39,22.57,45.14,514,18.09,Yes,4.28
Foot of Ten El Sch,0.77,0,2.32,0.77,1.35,0.39,0,2.13,35.59,0.58,47.58,517,13.73,Yes,94.78
Forbes Road Career and Technology Center,6.5,0.14,0.87,30.64,2.31,0,0.14,0,35.98,0,43.79,692,37.14,No,59.39
Forbes Road El Sch,0,0,0,0.98,0,0,0,0.98,35.61,0,53.17,205,13.17,Yes,99.02
Forbes Road JSHS,1.34,0,0,0,1.34,0,0,2.01,30.2,0,53.02,149,22.15,No,97.32
Forest City Regional El Sch,2.81,0,0.47,1.64,5.15,0,0,0.23,57.38,0.23,50.35,427,15.22,Yes,89.93
Forest City Regional HS,3.1,0.93,0.31,1.55,5.26,0,0.62,0.62,43.03,0.93,50.15,323,22.6,No,88.24
Forest Hills El Sch,1.14,0,0.1,0.52,1.35,1.87,0.21,0.94,46.36,0.1,49.48,962,15.7,Yes,96.67
Forest Hills JSHS,0.73,0,0.12,0.97,1.81,2.06,0,4.23,48.37,0,47.64,827,14.51,No,96.37
Forge Road El Sch,3.51,0.29,3.22,2.34,8.48,0,0,1.46,25.44,0.29,51.46,342,17.54,Yes,82.16
Forks El Sch,3.57,0,7.47,9.74,15.58,0,0.97,1.62,28.57,2.27,44.81,308,23.38,No,62.66
Forrest Edwin Sch,6.66,0.28,5.82,34.15,34.9,0,0.19,0,77.49,18.86,49.53,1066,12.01,Yes,18.01
Fort Allen El Sch,5.22,0,0.87,1.3,2.83,1.52,0,3.7,33.04,1.3,52.17,460,16.74,Yes,89.78
Fort Cherry El Ctr,6.9,0,0.46,1.15,3.22,1.15,0,1.38,44.6,1.84,47.82,435,15.63,Yes,88.28
Fort Cherry JSHS,1.99,0,0.66,1.11,1.55,0.22,0,4.2,42.7,0.66,50.22,452,23.23,No,94.69
Fort Couch MS,2.87,0.48,13.06,1.91,1.91,1.43,0,9.87,9.71,1.91,47.61,628,12.26,Yes,79.78
Fort LeBoeuf MS,0.98,0,0.2,0.39,1.18,1.18,0,5.71,51.97,0.2,50.59,508,16.93,No,97.24
Fort LeBoeuf SHS,2.24,0,0.3,0.9,2.54,0.75,0,5.83,47.23,0.3,46.49,669,18.09,No,94.02
Fort Washington El Sch,6.81,0.22,4.84,5.05,3.08,0.44,0,6.37,10.55,0.88,47.91,455,14.29,No,80
Fort Zeller El Sch,1.71,0,0.68,1.71,5.8,0,0,0,42.66,3.41,42.32,293,9.56,Yes,90.1
Foster El Sch,6.35,0,6.75,1.59,3.17,0,0,2.38,10.71,5.95,51.59,252,11.9,No,82.14
Founders Hall Middle Sch,12.63,0,0,47.32,1.79,0,0,0.13,71.68,0.38,47.58,784,30.61,Yes,38.27
Fountain Hill El Sch,3.92,0,0.62,12.99,68.45,0,0,0.82,87.22,11.75,49.69,485,20.82,Yes,14.02
Fox Chapel Area HS,2.38,0.15,8.06,4.14,2.99,0.23,0,11.2,22.18,0.77,47.74,1303,12.51,No,82.27
Fox Chase Sch,10.37,0,7.52,24.19,17.28,0,0.2,0.81,52.44,7.52,47.36,492,19.92,Yes,40.45
Fox Twp El Sch,1.21,0,1.21,0,0.61,0.61,0,0.61,47.27,0,40.61,165,27.88,Yes,96.97
Frances Willard #32,4.01,0,0.53,12.57,32.89,0,0.27,0,73.8,6.68,48.93,374,18.18,Yes,49.73
Francis D Raub MS,4.54,0.31,1.34,14.95,74.12,0,0.1,1.55,78.45,21.13,45.26,970,18.97,Yes,4.64
Francis H Sheckler El Sch,6.01,0,0.19,5.23,37.79,0.78,0,0.78,59.88,3.1,48.45,516,15.89,Yes,50.78
Francis McClure El Sch,13.1,0.17,0.51,36.9,1.53,0,0.17,1.53,65.31,1.53,49.83,588,23.3,Yes,47.62
Francis S Grandinetti El Sch,2.78,0,0.28,1.11,1.39,0.28,0,0,55,0,48.61,360,17.22,Yes,94.44
Franconia El Sch,0,0.47,4.5,5.69,10.9,0,0,2.13,29.62,8.06,51.9,422,15.88,Yes,78.44
Frank Anne Sch,2.25,0.15,31.44,14.15,9.13,0,0.3,0,55.54,29.57,47.31,1336,4.79,Yes,42.59
Frankford HS,4.34,0.56,1.22,42.65,42.65,0,0.22,0.22,71.94,22.27,38.31,898,36.53,Yes,8.35
Franklin Area JSHS,3.35,0.36,1.32,3.47,1.56,0.48,0.48,6.22,48.68,0.48,48.21,836,26.32,No,89.47
Franklin Benjamin HS,3.9,0,3.25,78.09,12.36,0,0,0,82,8.89,28.63,461,43.6,Yes,2.39
Franklin Benjamin Sch,5.76,0,4.89,58.27,28.2,0,0.43,0,77.55,18.71,43.31,695,13.96,Yes,2.45
Franklin County Career and Technology Center,4.83,0,0.8,2.41,7.65,0,0,0,41.25,1.21,39.24,497,19.52,No,84.31
Franklin El Sch,2.92,0,32.1,1.06,2.65,1.59,0.27,4.77,3.71,0,48.81,377,13.79,No,61.01
Franklin LC,4.07,0.12,9.64,48.2,28.92,0,0.35,1.28,65.85,20.09,60.98,861,7.55,Yes,8.71
Franklin Regional MS,3.29,0.26,7.63,1.45,3.42,0.39,0.13,6.97,15.79,0.53,47.24,760,15.66,No,83.82
Franklin Regional SHS,1.07,0.18,8.13,1.79,2.41,0.18,0.09,10.01,15.64,0.36,48.08,1119,15.82,No,86.33
Franklin S Edmonds Sch,2.95,0.18,0.37,93,2.95,0,0,0,70.9,0,48.99,543,20.44,Yes,0.55
Franklin Sch,5.07,1.45,0,0,3.62,0,0,2.17,77.54,1.45,47.83,138,11.59,Yes,89.86
Franklin Towne CHS,1.14,0.16,1.63,13.34,23.68,0,0.81,0,62.33,1.06,51.34,1229,12.53,Yes,59.24
Franklin Towne Charter Elementary School,1.47,0,1.05,6,10.63,0,0.11,0,51.37,1.47,48.95,950,15.68,Yes,80.74
Franklin Twp El Sch,6.65,0.55,1.66,1.11,8.31,2.22,0,1.66,41.83,4.71,46.26,361,11.63,Yes,81.72
Frankstown El Sch,2.72,0.32,1.12,0.48,0.32,0.16,0,2.56,34.88,0.96,46.24,625,10.88,Yes,95.04
Frazier El Sch,2.38,0,1.3,0.65,1.73,0,0,0.22,47.19,0.87,45.02,462,12.12,Yes,93.94
Frazier HS,0.3,0,0.6,0.91,0.6,0,0.3,3.02,36.25,0.3,47.43,331,13.6,No,97.28
Frazier MS,1.89,0,0.38,0.75,2.26,0,0,1.89,47.92,0,48.68,265,16.6,No,94.72
Fred J. Jaindl El Sch,4.44,0.21,28.54,9.3,12.68,0.21,0,2.75,17.12,3.38,43.34,473,14.8,Yes,44.82
Fred L Aiken El Sch,2.79,0,9.3,4.65,2.79,0.93,0,1.86,17.67,3.72,59.53,215,12.56,No,80.47
Fred S Engle MS,2.06,0,2.54,2.06,23.12,0.12,0.12,0,23.24,3.87,48.31,826,9.08,No,70.1
Frederick Douglass Mastery CS,1.28,0.14,0.14,95.04,3.26,0,0.14,0,89.65,0.57,48.65,705,23.26,Yes,0
Fredericksburg El Sch,1.9,0,0,0.95,8.53,42.65,0,2.37,34.12,1.42,45.02,211,20.38,Yes,88.63
Freedom Area El Sch,5.05,0,0.46,0.69,0.69,0.23,0,1.61,51.38,0.46,47.94,436,17.2,Yes,93.12
Freedom Area MS,6.44,0,0.25,0.5,3.22,0.5,0,2.23,58.91,2.23,46.04,404,20.3,No,89.6
Freedom Area SHS,4.51,0.25,0,0.75,1.25,0.25,0,3.76,44.61,0,47.37,399,16.79,No,93.23
Freedom HS,1.75,0.21,4.73,10.37,36.31,0,0.11,4.57,49.81,5.69,47.26,1881,19.62,No,46.52
Freeland El/MS,2.08,0.23,0.23,3.12,37.64,0,0,0.92,57.62,7.39,46.77,866,19.28,Yes,56.7
Freemansburg El Sch,1.22,0,0.61,13.15,55.35,0,0.92,0,81.35,10.7,45.26,327,18.35,Yes,28.75
Freeport Area MS,2.24,0,1.12,0.67,1.79,0.22,0,4.26,23.09,1.12,52.02,446,16.59,No,94.17
Freeport Area SHS,0.9,0,0.9,0.72,0.54,0,0.36,6.65,18.88,0.72,49.82,556,9.71,No,96.58
Freire CS,3.34,0.29,0.1,94.4,1.57,0,0.1,0,79.74,0.59,57.72,1017,22.52,Yes,0.2
French Creek El Sch,5.25,0,2.25,1.5,5.82,1.13,0,3.19,13.7,0.38,44.47,533,18.39,No,85.18
Friendship El Sch,0.49,0.25,0.25,2.46,4.42,1.23,0,1.23,36.36,2.46,46.68,407,19.16,Yes,92.14
Friendship Hill El Sch,4.37,0.55,0,0,0,0,0,0,55.19,0,51.37,183,21.86,Yes,95.08
Fritz El Sch,7.01,0.31,5.14,9.97,28.19,0.16,0.16,2.49,50.93,6.07,51.4,642,13.86,Yes,49.22
Fulton County Area Vocational-Technical School,0,0,0,1.61,1.61,0,0,1.61,0.81,0,34.68,124,18.55,No,96.77
Fulton El Sch,6.17,0,0.93,2.16,12.04,0,0.31,0,56.17,6.17,45.68,324,18.83,Yes,78.4
Furness Horace HS,3.16,0.29,33.14,19.08,35.01,0,0,0,61.12,51.79,37.73,697,18.36,Yes,9.33
G A R Memorial JSHS,5.52,0.2,0.41,20.74,51.79,0,0,0,92.13,14.71,45.86,979,24.11,Yes,21.35
GNA El Ctr,3.65,0,0.41,7.71,13.18,0.61,0,1.22,70.59,2.43,49.7,493,22.11,Yes,75.05
Galeton Area Sch,1.87,0,0.31,1.25,0,0,0,5.61,56.07,0,51.71,321,23.36,Yes,96.57
Gamp,8.28,0.32,19.81,25.16,5.68,0,0.32,3.25,37.5,0.97,60.23,616,7.79,Yes,40.42
Garden Spot MS,2.65,0.22,3.98,3.1,14.82,0.88,0.22,5.53,38.5,1.99,46.9,452,17.48,No,75
Garden Spot SHS,2.46,0.43,3.42,1.39,11.54,0.75,0.21,3.85,32.69,1.92,50.75,936,17.09,No,80.56
Garnet Valley El Sch,2.23,0.42,21.87,2.37,4.04,0.56,0.28,8.22,9.89,3.34,51.11,718,23.96,Yes,68.8
Garnet Valley HS,2.32,0,16.46,2.45,1.48,0.13,0.13,8.46,11.23,0.65,48.35,1549,20.66,No,77.15
Garnet Valley MS,3.68,0.26,20.09,2.28,2.37,0.26,0.18,11.75,10.53,1.14,48.6,1140,18.86,No,71.14
Garrettford El Sch,8.45,0.16,6.7,44.02,7.66,0,0,3.67,59.33,2.39,52.15,627,10.69,No,33.01
Gateway MS,8.05,0,7.69,29.7,4.83,0,0.18,8.23,44.36,2.33,45.8,559,21.29,No,49.55
Gateway SHS,7.5,0,7.5,28.09,4.79,0,0.36,8.76,42.73,2.17,49.23,1107,20.96,No,51.76
Gayman El Sch,5.42,0,2.96,0.74,4.68,0,0,6.4,3.2,0.25,43.6,406,9.11,No,86.21
General McLane HS,3.64,0,1.02,0.58,2.92,0,0,3.79,27.26,0.29,45.63,686,16.76,No,91.84
General Nash El Sch,9.61,0.44,15.28,5.24,0.44,0,0.22,3.93,21.62,3.06,45.85,458,17.47,No,68.78
General Wayne El Sch,2.54,0,30.63,1.52,5.92,0.17,0.34,2.37,11,3.05,50.76,591,14.89,No,59.05
George A Ferrell El Sch,1.33,0,0.67,0,0,0,0,0.67,38.67,0,54,150,15.33,No,98
George Bancroft #34,7.69,0,5.13,12.39,53.85,0,0,0,85.04,7.26,52.14,234,17.95,Yes,20.94
George Blaisdell El Sch,3.23,0.17,0.51,1.7,1.36,0,0.34,0,69.95,0.17,44.14,589,15.45,Yes,92.7
George D Steckel El Sch,6.44,0,4.83,8.94,33.27,0.36,0.18,0.72,48.66,7.87,50.81,559,15.92,Yes,46.33
George J Plava El Sch,5.97,0.3,0,6.87,0.3,0.3,0,0.3,59.1,0,49.85,335,21.49,Yes,86.57
George Washington El Sch,4.76,0,2.38,0.4,0.4,0,0.79,0.79,9.92,0,50.79,252,21.83,No,91.27
George Wolf El Sch,2.97,0,0.21,4.45,18.43,0.85,0,2.12,48.09,1.06,54.24,472,15.04,Yes,73.94
Gerald G Huesken MS,8.4,0,5.29,7.47,23.17,0,0,5.6,43.86,4.04,49.3,643,15.4,Yes,55.68
Gettysburg Area HS,2.27,0,1.78,4.35,15.81,1.09,0.1,4.05,38.04,3.16,46.25,1012,13.93,No,75.69
Gettysburg Area MS,3.72,0.27,1.86,5.58,16.73,0.13,0,7.44,48.61,3.59,50.86,753,14.74,No,71.85
Gettysburg Montessori CS,11.73,0,0.56,0.56,1.68,0,0,0,34.64,0.56,47.49,179,17.88,Yes,85.47
Gideon Edward Sch,0.97,0.48,0,94.69,3.86,0,0,0,88.41,0.97,49.28,207,23.67,Yes,0
Gilbertsville El Sch,4.02,0,2.1,3.06,5.35,0,0,1.53,25.62,0.19,52.77,523,15.11,No,85.47
Gill Hall El Sch,3.5,0,4.04,1.08,2.16,0,0,0.54,19.68,1.08,46.9,371,5.66,No,89.22
Gillingham Charter School,9.47,0,0,2.88,11.52,0,0,0,61.32,0.41,51.44,243,23.87,Yes,76.13
Girard HS,3.35,0.39,0.2,1.18,2.37,0.39,0.2,1.58,52.66,0.2,48.52,507,17.95,No,92.31
Girard Stephen Sch,6.3,0,16.71,61.1,9.32,0,0,0,86.85,10.96,50.68,365,12.6,Yes,6.58
Girls HS,4.55,0.36,13.28,67.11,10.65,0,0,1.08,62.2,4.07,100,836,3.23,Yes,4.07
Gladwyne Sch,9.3,0,7.87,5.29,5.87,0,0,6.15,8.58,3.43,46.78,699,13.16,No,71.67
Glen Acres El Sch,4.69,0,15.52,4.15,9.39,0.9,0,1.62,22.56,5.42,51.81,554,13.18,Yes,66.25
Glendale El Sch,1.47,0,0,0,0.29,1.47,0,1.76,48.97,0,47.8,341,18.77,Yes,98.24
Glendale JSHS,1.33,0.27,0,0.27,2.39,1.06,0,6.12,44.15,0,50.8,376,24.47,No,95.74
Glenolden Sch,5.6,0,5.43,23.6,2.89,0.17,0,5.43,55.69,3.4,50.08,589,21.22,Yes,62.48
Glenside El Sch,9.31,0,3.72,41.49,6.91,0.27,0,2.93,34.57,3.19,50.8,376,10.64,No,38.56
Glenwood El Sch,6,0,8,2.8,1,0.2,0,2.6,9.6,3.6,47.4,500,7,No,82.2
Global Leadership Academy CS,1.17,0,0,98.39,0.44,0,0,0.44,74.16,0,52.12,685,11.68,Yes,0
Global Leadership Academy CS Southwest at Huey,0.87,0.17,0.17,96.52,2.09,0,0,0,100,1.39,49.57,575,12.17,Yes,0.17
Goode Sch,8.94,0,0,26.67,49.92,0.33,0,0.65,95.45,25.2,50.41,615,23.25,Yes,14.47
Goodnoe El Sch,3.31,0,14.74,0.83,3.44,0,0,5.37,8.95,3.03,47.93,726,14.88,No,77.69
Gotwals El Sch,5.81,0,0.51,28.54,61.62,0,0,0,82.58,30.05,47.22,396,12.63,Yes,3.54
Governor Mifflin MS,4.46,0,1.63,3.71,28.53,1.49,0,2.82,49.63,2.53,46.21,673,20.06,No,61.66
Governor Mifflin SHS,3.94,0.07,1.43,5.91,24.93,0.48,0,2.45,44.29,1.77,48.51,1472,21.88,No,63.72
Governor Wolf El Sch,1.76,0.44,2.86,8.59,34.36,0,0.22,0.44,55.07,7.27,50.88,454,8.81,Yes,51.76
Grace B Luhrs Univ Elem,3.94,0.79,1.57,2.36,4.72,0,0.79,1.57,25.2,0,38.58,127,5.51,No,85.83
Grace Park El Sch,6.56,0.27,1.37,3.55,3.28,1.09,0,0.27,27.87,0,47.27,366,22.13,No,84.97
Grace S Beck Sch,13.36,0,0,6.07,25.1,0.81,0,0,16.6,8.1,44.94,247,18.62,Yes,55.47
Grandview El Sch,6.38,0,0.71,6.38,20.92,0.71,0,1.06,58.87,8.51,47.87,282,12.06,Yes,65.6
Grasse El Sch,5.87,0.24,6.36,4.16,9.05,0,0,5.38,23.47,0.24,49.14,409,18.58,No,74.33
Gray's Woods El Sch,3.62,0.78,2.84,0.78,0.78,0,0,3.1,10.08,0.26,52.2,387,11.11,No,91.21
Great Valley HS,2.56,0,20.04,3.44,8.78,0,0.07,9.22,18.14,3.37,48.79,1367,15.22,No,65.11
Great Valley MS,3.7,0,24.01,2.08,11.64,0.36,0.09,10.38,15.97,4.06,49.01,1108,15.52,No,58.48
Greater Altoona Career and Technology Center,0.3,0,0,0.6,0.2,0,0,0,54.08,0,39.84,1004,26.2,No,98.9
Greater Johnstown Career and Technology Center,1.29,0,0,1.54,1.29,0,0,0,69.41,0,39.59,389,31.88,No,95.89
Greater Johnstown El Sch,17.64,0,0,41.01,6.16,0.17,0.17,0.42,92.41,0.59,47.09,1185,14.94,Yes,35.02
Greater Johnstown MS,21.08,0.46,0.15,38.31,4,0.15,0,0.92,97.69,0.77,50.77,650,20.15,Yes,36
Greater Johnstown SHS,15.65,0,0.3,31.81,4.17,0.1,0,1.22,92.89,1.42,48.37,984,23.98,No,48.07
Greater Johnstown School District's Cyber Academy,26.32,0,0,10.53,0,0,0,10.53,100,0,57.89,19,26.32,No,63.16
Greater Latrobe JHS,3.02,0.17,0.67,0.67,2.18,0,0,5.03,35.57,0,52.52,596,15.6,No,93.29
Greater Latrobe SHS,2.67,0,0.92,0.67,1.42,0,0,0.92,30,0.58,47.08,1200,11.75,No,94.33
Greater Nanticoke Area Ed Ctr,3.01,0.56,0.19,6.95,12.03,0.38,0,1.32,71.62,1.69,43.61,532,30.83,No,77.26
Greater Nanticoke Area SHS,2.67,0.15,0.89,5.04,10.37,41.93,0,2.37,62.07,1.63,49.93,675,24,No,80.89
Green Ridge El Sch,6.26,1.41,31.92,2.83,5.05,3.84,0,0.4,17.37,6.06,48.89,495,6.67,No,52.53
Green Valley El Sch,2.37,0.55,5.83,4.55,13.48,1.64,0,4.55,19.31,3.64,47.54,549,16.21,No,73.22
Green Woods CS,10.13,0.14,1.16,19.83,3.91,0,0.14,0,23.59,0,48.77,691,15.2,Yes,64.69
Greenberg Joseph Sch,2.13,0.13,32.25,11.13,8.13,0,0.25,0.5,32.38,8.88,48.5,800,14.75,Yes,46
Greencastle-Antrim El Sch,3.92,0,1.1,1.88,4.23,2.66,0.31,0.47,38.24,1.1,49.06,638,13.95,No,88.56
Greencastle-Antrim MS,4.71,0.13,1.44,1.44,4.58,2.22,0,1.7,33.59,0.39,49.54,765,13.59,No,87.71
Greencastle-Antrim Primary Sch,6.2,0.16,1.63,1.79,4.57,1.96,0,0,34.75,0.65,48.61,613,10.11,Yes,85.64
Greencastle-Antrim SHS,3.05,0.1,2.14,2.85,4.68,1.42,0,3.05,31.03,0.41,47.71,983,12.72,No,87.18
Greene County Career and Technology Center,0,0,0,1.25,0,0,0,0.31,99.37,0,43.26,319,37.62,No,98.75
Greenfield Albert M Sch,11.76,0,9.35,14.48,5.43,0,0,3.47,12.67,2.26,47.66,663,9.95,No,58.97
Greenock El Sch,10.95,0,0.5,3.98,3.48,0,0,1,41.79,0.5,54.73,201,9.95,No,81.09
Greensburg-Salem HS,6.85,0,0.24,6,0.86,0,0.12,6,39.29,0,50.67,817,18.12,No,85.92
Greensburg-Salem MS,4.65,0.16,0.32,8.17,2.4,0,0.32,2.24,54.49,0.96,52.72,624,21.31,Yes,83.97
Greenville El Sch,3.27,0.16,0.98,0.16,1.64,0.49,0,1.96,57.94,0.98,48.12,611,20.29,Yes,93.78
Greenville JSHS,2.11,0,0.49,0.65,2.27,0,0.16,5.19,50.57,0.16,48.62,617,18.31,No,94.33
Greenwich-Lenhartsville El Sch,1.46,0,0,1.94,10.19,2.91,0,0.97,30.1,1.94,49.51,206,21.36,Yes,86.41
Greenwood El Sch,0,0,0.59,2.08,1.48,1.48,0,0,36.5,0,47.18,337,13.95,Yes,95.85
Greenwood HS,0,0.83,0.42,2.92,2.08,2.08,0,1.25,27.08,0.42,45.42,240,17.08,No,93.75
Greenwood MS,1.16,0,0,1.73,0.58,0.58,0,1.73,30.06,0.58,48.55,173,17.92,No,96.53
Grove City Area George Jr El Sch,40,0,0,0,0,0,0,0,100,0,0,5,100,No,60
Grove City Area George Jr HS,7.97,0,0.72,29.71,10.14,0,0,0,100,4.35,0,138,64.49,No,51.45
Grove City Area George Jr MS,4.44,0,0,31.11,11.11,0,0,0,100,2.22,0,45,80,No,53.33
Grove City Area HS,3.07,0.16,1.13,0.97,0.48,2.42,0,5.49,30.86,0.16,49.43,619,16.48,No,94.18
Grove City Area MS,3.91,0,1.38,1.61,1.84,0.69,0,5.29,27.36,0.23,51.26,435,22.3,No,91.26
Groveland El Sch,4.17,0,4.41,1.67,14.42,0,0,3.34,17.64,8.1,51.01,839,11.92,Yes,75.33
Grover Cleveland El Sch,16.61,0.18,5.05,15.7,6.14,0,0,0.54,66.43,4.69,49.46,554,17.33,Yes,56.32
Guilford Hills El Sch,6.61,0,2.48,2.48,5.79,0.41,0,2.48,43.39,0.83,51.24,242,10.74,No,82.64
Gulph EL Sch,11.03,0,25.98,11.95,11.26,0.23,0,0.46,41.15,11.26,50.57,435,19.31,No,39.77
Gwyn-Nor El Sch,9.3,0.18,25.26,8.25,5.26,0.88,0,2.63,34.91,5.26,47.89,570,15.26,Yes,51.75
Gwynedd Square El Sch,7.86,0.36,23.04,8.39,1.61,0.18,0,4.82,13.39,5.54,45.18,560,17.86,No,58.75
H W Good El Sch,3.45,0,0,1.53,1.53,1.15,0,1.15,54.79,0,50.19,261,19.54,Yes,93.49
HOPE for Hyndman Charter School,1.72,0,0,0,0,1.72,0,0,72.41,0,46.55,174,14.37,Yes,98.28
HS of Engineering & Science,5.77,0.22,13.4,62.96,9.26,0,0,2.61,46.19,0.76,47.28,918,5.88,Yes,8.39
Hackett Horatio B Sch,14.18,0,2.32,6.96,21.13,0,0,0.77,60.82,1.29,50,388,23.45,Yes,55.41
Hahntown El Sch,3.32,0,0.74,0.55,2.95,0,0,1.66,22.51,0.37,52.77,542,11.62,Yes,92.44
Haine El Sch,6.21,0,8.47,3.82,5.61,0.95,0,4.06,19.93,4.89,47.02,838,15.63,Yes,75.89
Haine MS,5.75,0,4.88,4.01,4.01,0.7,0,13.59,16.2,1.92,48.61,574,17.77,No,81.36
Halifax Area El Sch,4.15,0,1.15,1.84,3.69,0.46,0,1.84,38.48,0.23,47.93,434,13.59,Yes,89.17
